Municipality|Ward_Name|Ward_Number|Contest|Party|Candidate|Votes
City of Kenosha|Wards 37|37|State Referendum|No||92
City of Kenosha|Wards 38|38|President / Vice President|REP|Donald J. Trump / JD Vance|265
City of Kenosha|Wards 38|38|President / Vice President|DEM|Kamala D. Harris / Tim Walz|258
City of Kenosha|Wards 38|38|President / Vice President|GRN|Jill Stein / Rudolph Ware|3
City of Kenosha|Wards 38|38|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|2
City of Kenosha|Wards 38|38|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|2
City of Kenosha|Wards 38|38|President / Vice President|CON|Randall Terry / Stephen Broden|1
City of Kenosha|Wards 38|38|President / Vice President|JFA|Cornel West / Melina Abdullah|1
City of Kenosha|Wards 38|38|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 38|38|President / Vice President|Write-In||2
City of Kenosha|Wards 38|38|United States Senator|DEM|Tammy Baldwin|255
City of Kenosha|Wards 38|38|United States Senator|REP|Eric Hovde|253
City of Kenosha|Wards 38|38|United States Senator|DTC|Phil Anderson|12
City of Kenosha|Wards 38|38|United States Senator|AFT|Thomas Leager|6
City of Kenosha|Wards 38|38|United States Senator|Write-In||3
City of Kenosha|Wards 38|38|Representative in Congress|REP|Bryan Steil|272
City of Kenosha|Wards 38|38|Representative in Congress|DEM|Peter Barca|246
City of Kenosha|Wards 38|38|Representative in Congress|GRN|Chester Todd, Jr.|7
City of Kenosha|Wards 38|38|Representative in Congress|Write-In||1
City of Kenosha|Wards 38|38|State Senator District 22|DEM|Robert W. Wirch|366
City of Kenosha|Wards 38|38|State Senator District 22|Write-In||17
City of Kenosha|Wards 38|38|Representative to the Assembly District 65|REP|Brian Gonzales|269
City of Kenosha|Wards 38|38|Representative to the Assembly District 65|DEM|Ben DeSmidt|238
City of Kenosha|Wards 38|38|Representative to the Assembly District 65|Write-In||1
City of Kenosha|Wards 38|38|District Attorney|REP|Xavier Solis|259
City of Kenosha|Wards 38|38|District Attorney|DEM|Carli McNeill|251
City of Kenosha|Wards 38|38|District Attorney|Write-In||2
City of Kenosha|Wards 38|38|County Clerk|DEM|Regi Waligora|360
City of Kenosha|Wards 38|38|County Clerk|Write-In||13
City of Kenosha|Wards 38|38|County Treasurer|DEM|Teri Jacobson|365
City of Kenosha|Wards 38|38|County Treasurer|Write-In||12
City of Kenosha|Wards 38|38|Register of Deeds|DEM|Jennifer Mack|363
City of Kenosha|Wards 38|38|Register of Deeds|Write-In||10
City of Kenosha|Wards 38|38|State Referendum|Yes||384
City of Kenosha|Wards 38|38|State Referendum|No||117
City of Kenosha|Wards 39|39|President / Vice President|REP|Donald J. Trump / JD Vance|341
City of Kenosha|Wards 39|39|President / Vice President|DEM|Kamala D. Harris / Tim Walz|275
City of Kenosha|Wards 39|39|President / Vice President|GRN|Jill Stein / Rudolph Ware|5
City of Kenosha|Wards 39|39|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|3
City of Kenosha|Wards 39|39|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|3
City of Kenosha|Wards 39|39|President / Vice President|JFA|Cornel West / Melina Abdullah|1
City of Kenosha|Wards 39|39|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 39|39|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 39|39|President / Vice President|Write-In||2
City of Kenosha|Wards 39|39|United States Senator|REP|Eric Hovde|310
City of Kenosha|Wards 39|39|United States Senator|DEM|Tammy Baldwin|285
City of Kenosha|Wards 39|39|United States Senator|DTC|Phil Anderson|14
City of Kenosha|Wards 39|39|United States Senator|AFT|Thomas Leager|5
City of Kenosha|Wards 39|39|United States Senator|Write-In||0
City of Kenosha|Wards 39|39|Representative in Congress|REP|Bryan Steil|328
City of Kenosha|Wards 39|39|Representative in Congress|DEM|Peter Barca|268
City of Kenosha|Wards 39|39|Representative in Congress|GRN|Chester Todd, Jr.|14
City of Kenosha|Wards 39|39|Representative in Congress|Write-In||1
City of Kenosha|Wards 39|39|State Senator District 22|DEM|Robert W. Wirch|418
City of Kenosha|Wards 39|39|State Senator District 22|Write-In||14
City of Kenosha|Wards 39|39|Representative to the Assembly District 65|REP|Brian Gonzales|317
City of Kenosha|Wards 39|39|Representative to the Assembly District 65|DEM|Ben DeSmidt|278
City of Kenosha|Wards 39|39|Representative to the Assembly District 65|Write-In||4
City of Kenosha|Wards 39|39|District Attorney|REP|Xavier Solis|309
City of Kenosha|Wards 39|39|District Attorney|DEM|Carli McNeill|290
City of Kenosha|Wards 39|39|District Attorney|Write-In||2
City of Kenosha|Wards 39|39|County Clerk|DEM|Regi Waligora|401
City of Kenosha|Wards 39|39|County Clerk|Write-In||16
City of Kenosha|Wards 39|39|County Treasurer|DEM|Teri Jacobson|404
City of Kenosha|Wards 39|39|County Treasurer|Write-In||13
City of Kenosha|Wards 39|39|Register of Deeds|DEM|Jennifer Mack|401
City of Kenosha|Wards 39|39|Register of Deeds|Write-In||12
City of Kenosha|Wards 39|39|State Referendum|Yes||427
City of Kenosha|Wards 39|39|State Referendum|No||147
City of Kenosha|Wards 40|40|President / Vice President|REP|Donald J. Trump / JD Vance|117
City of Kenosha|Wards 40|40|President / Vice President|DEM|Kamala D. Harris / Tim Walz|102
City of Kenosha|Wards 40|40|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|1
City of Kenosha|Wards 40|40|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 40|40|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 40|40|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 40|40|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 40|40|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 40|40|President / Vice President|Write-In||1
City of Kenosha|Wards 40|40|United States Senator|REP|Eric Hovde|110
City of Kenosha|Wards 40|40|United States Senator|DEM|Tammy Baldwin|102
City of Kenosha|Wards 40|40|United States Senator|DTC|Phil Anderson|3
City of Kenosha|Wards 40|40|United States Senator|AFT|Thomas Leager|3
City of Kenosha|Wards 40|40|United States Senator|Write-In||0
City of Kenosha|Wards 40|40|Representative in Congress|REP|Bryan Steil|115
City of Kenosha|Wards 40|40|Representative in Congress|DEM|Peter Barca|93
City of Kenosha|Wards 40|40|Representative in Congress|GRN|Chester Todd, Jr.|5
City of Kenosha|Wards 40|40|Representative in Congress|Write-In||1
City of Kenosha|Wards 40|40|State Senator District 22|DEM|Robert W. Wirch|142
City of Kenosha|Wards 40|40|State Senator District 22|Write-In||10
City of Kenosha|Wards 40|40|Representative to the Assembly District 65|REP|Brian Gonzales|121
City of Kenosha|Wards 40|40|Representative to the Assembly District 65|DEM|Ben DeSmidt|92
City of Kenosha|Wards 40|40|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 40|40|District Attorney|REP|Xavier Solis|111
City of Kenosha|Wards 40|40|District Attorney|DEM|Carli McNeill|97
City of Kenosha|Wards 40|40|District Attorney|Write-In||0
City of Kenosha|Wards 40|40|County Clerk|DEM|Regi Waligora|146
City of Kenosha|Wards 40|40|County Clerk|Write-In||9
City of Kenosha|Wards 40|40|County Treasurer|DEM|Teri Jacobson|146
City of Kenosha|Wards 40|40|County Treasurer|Write-In||9
City of Kenosha|Wards 40|40|Register of Deeds|DEM|Jennifer Mack|145
City of Kenosha|Wards 40|40|Register of Deeds|Write-In||8
City of Kenosha|Wards 40|40|State Referendum|Yes||168
City of Kenosha|Wards 40|40|State Referendum|No||40
City of Kenosha|Wards 41|41|President / Vice President|REP|Donald J. Trump / JD Vance|125
City of Kenosha|Wards 41|41|President / Vice President|DEM|Kamala D. Harris / Tim Walz|123
City of Kenosha|Wards 41|41|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|5
City of Kenosha|Wards 41|41|President / Vice President|CON|Randall Terry / Stephen Broden|1
City of Kenosha|Wards 41|41|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|1
City of Kenosha|Wards 41|41|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
City of Kenosha|Wards 41|41|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 41|41|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 41|41|President / Vice President|Write-In||0
City of Kenosha|Wards 41|41|United States Senator|REP|Eric Hovde|120
City of Kenosha|Wards 41|41|United States Senator|DEM|Tammy Baldwin|117
City of Kenosha|Wards 41|41|United States Senator|DTC|Phil Anderson|11
City of Kenosha|Wards 41|41|United States Senator|AFT|Thomas Leager|6
City of Kenosha|Wards 41|41|United States Senator|Write-In||0
City of Kenosha|Wards 41|41|Representative in Congress|REP|Bryan Steil|130
City of Kenosha|Wards 41|41|Representative in Congress|DEM|Peter Barca|109
City of Kenosha|Wards 41|41|Representative in Congress|GRN|Chester Todd, Jr.|12
City of Kenosha|Wards 41|41|Representative in Congress|Write-In||0
City of Kenosha|Wards 41|41|State Senator District 22|DEM|Robert W. Wirch|180
City of Kenosha|Wards 41|41|State Senator District 22|Write-In||13
City of Kenosha|Wards 41|41|Representative to the Assembly District 65|REP|Brian Gonzales|127
City of Kenosha|Wards 41|41|Representative to the Assembly District 65|DEM|Ben DeSmidt|123
City of Kenosha|Wards 41|41|Representative to the Assembly District 65|Write-In||1
City of Kenosha|Wards 41|41|District Attorney|DEM|Carli McNeill|123
City of Kenosha|Wards 41|41|District Attorney|REP|Xavier Solis|121
City of Kenosha|Wards 41|41|District Attorney|Write-In||2
City of Kenosha|Wards 41|41|County Clerk|DEM|Regi Waligora|176
City of Kenosha|Wards 41|41|County Clerk|Write-In||10
City of Kenosha|Wards 41|41|County Treasurer|DEM|Teri Jacobson|174
City of Kenosha|Wards 41|41|County Treasurer|Write-In||11
City of Kenosha|Wards 41|41|Register of Deeds|DEM|Jennifer Mack|170
City of Kenosha|Wards 41|41|Register of Deeds|Write-In||10
City of Kenosha|Wards 41|41|State Referendum|Yes||196
City of Kenosha|Wards 41|41|State Referendum|No||45
City of Kenosha|Wards 42|42|President / Vice President|REP|Donald J. Trump / JD Vance|299
City of Kenosha|Wards 42|42|President / Vice President|DEM|Kamala D. Harris / Tim Walz|242
City of Kenosha|Wards 42|42|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|2
City of Kenosha|Wards 42|42|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|1
City of Kenosha|Wards 42|42|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
City of Kenosha|Wards 42|42|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|1
City of Kenosha|Wards 42|42|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 42|42|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 42|42|President / Vice President|Write-In||1
City of Kenosha|Wards 42|42|United States Senator|REP|Eric Hovde|268
City of Kenosha|Wards 42|42|United States Senator|DEM|Tammy Baldwin|253
City of Kenosha|Wards 42|42|United States Senator|DTC|Phil Anderson|11
City of Kenosha|Wards 42|42|United States Senator|AFT|Thomas Leager|8
City of Kenosha|Wards 42|42|United States Senator|Write-In||1
City of Kenosha|Wards 42|42|Representative in Congress|REP|Bryan Steil|281
